filename,relative_altitude,gimbal_pitch_deg,date_time,gps_lon,gps_lat,image_width,image_height,aircraft,site,flight,date,flight_date,corrected_relative_altitude,White.Shark.ID,body_area,GSD_cm,TL_skel_pixels,TL_skel_cm,BS_skel_pixels,BS_skel_cm,FS_skel_pixels,FS_skel_cm,LS_skel_pixels,LS_skel_cm,PS_skel_pixels,PS_skel_cm,VisualLength_cm,sex
01302025PAAN0302.JPG,21.4,-89.9,1/30/2025 12:20,-122.3414694,37.107080555555555,5472,3078,PA,AN,3,1/30/2025,flight3-2025-01-30,17.39668810472739,AN25013003_F_14,3043,0.504295178,705.2841181422168,355.6713801173263,138.0566094327504,69.62128247068185,152.27031884119768,76.78918759125294,138.99100690332452,70.09249460971688,122.90850255372897,61.98216521107569,426.72,F
01302025PAAN0308.JPG,25.6,-89.9,1/30/2025 12:20,-122.3414917,37.10705,5472,3078,PA,AN,3,1/30/2025,flight3-2025-01-30,21.59668810472739,AN25013003_F_14,4286,0.6194267572567814,637.7981865980391,395.06926250867895,129.2460677294814,80.05847262186302,138.46028311396736,85.76600417814069,117.34138229968148,72.68439192991998,131.93653777479534,81.72502175752832,426.72,F
01302025PAAN0309.JPG,25.7,-89.9,1/30/2025 12:20,-122.3414694,37.10703888888889,5472,3078,PA,AN,3,1/30/2025,flight3-2025-01-30,21.69668810472739,AN25013003_F_14,4221,0.6221679853269568,660.1120994722814,410.70061501861704,127.16003816403004,79.11490476,140.87228258248675,87.64622424275554,119.7184196354095,74.48496795108991,120.8894122741938,75.21352208199504,426.72,F
01302025PAAN0310.JPG,25.6,-89.9,1/30/2025 12:20,-122.3414667,37.10703888888889,5472,3078,PA,AN,3,1/30/2025,flight3-2025-01-30,21.59668810472739,AN25013003_F_14,4564,0.6194267572567814,639.6256635207787,396.20125061289315,136.81494065447563,84.74683503388084,146.9166430327075,91.00409978080212,126,78.04777141435446,137.5281789307195,85.18863390648599,426.72,F
01302025PAAN0311.JPG,41.2,-89.9,1/30/2025 12:20,-122.3414667,37.10704444444445,5472,3078,PA,AN,3,1/30/2025,flight3-2025-01-30,37.19668810472739,AN25013003_F_14,3711,1.047058336,407.08584387144026,426.24262637629255,84.75893596968179,88.74755047484909,93.70832406995656,98.11808188916802,77.01460900374681,80.63878836687628,83.55387483534201,87.48578117,426.72,F
01302025PAAN0313.JPG,16,-89.9,1/30/2025 12:21,-122.3415056,37.10701944444445,5472,3078,PA,AN,3,1/30/2025,flight3-2025-01-30,11.99668810472739,AN25013003_F_14,4036,0.3562688625199393,1010.7484366016904,360.0981958018913,214.3831314790193,76.3780344,234.30749027719963,83.47646304095966,192.84190415985836,68.70356584,216,76.9540743,426.72,F
01302025PAAN0501.JPG,43.1,-90,1/30/2025 13:20,-122.3450083,37.105491666666666,5472,3078,PA,AN,5,1/30/2025,flight5-2025-01-30,40.28194154018216,AN25013004_M_10,1984,1.131632169412888,333.81001199685943,377.75014804774816,56.14720240037149,63.53798045879689,57.716981903075975,65.31439344294226,57.98706752371601,65.62003101975436,52.73755777432247,59.67951691369405,304.8,M
01302025PAAN0506.JPG,34.9,-89.9,1/30/2025 13:25,-122.3462056,37.10564166666667,5472,3078,PA,AN,5,1/30/2025,flight5-2025-01-30,32.08194154018216,AN25013004_M_10,2190,0.906851468,402.15379515202915,364.6937593580542,72.91137685894135,66.11978911,73.23933369,66.41719725109942,75.71657678474378,68.66368878332256,69.77822009767804,63.27848130617731,304.8,M
01302025PAAN0601.JPG,31.4,-90,1/30/2025 14:12,-122.3403972,37.10520555555556,5472,3078,PA,AN,6,1/30/2025,flight6-2025-01-30,28.376213713032875,AN25013004_M_10,2859,0.8052690162563836,499.1169321896657,401.9234009812762,82.19910886208342,66.19239553,89.19641248391103,71.82710733451765,85.27602242131137,68.67013868546671,72.12489168102785,58.07994057157952,304.8,M
01302025PAAN0605.JPG,50.4,-89.9,1/30/2025 14:09,-122.3403167,37.10684166666667,5472,3078,PA,AN,6,1/30/2025,flight6-2025-01-30,47.376213713032875,AN25013004_M_10,2496,1.3261023495897168,300.4291710806965,398.39982965540264,49.12687851340931,65.14726902464066,52.34500931,69.41483983954286,50.99019513592785,67.61821757579207,44.04543109109048,58.40874965858705,304.8,M
01302025PAAN0606.JPG,47.7,-89.9,1/30/2025 14:09,-122.3402944,37.10679722222223,5472,3078,PA,AN,6,1/30/2025,flight6-2025-01-30,44.67621371303288,AN25013004_M_10,2564,1.252089192,315.0279478539053,394.44308858972454,48.58537166877786,60.83321874096025,50.35871324805669,63.053600565558575,50.99019513592785,63.84427221,44.40720662234904,55.601783445208966,304.8,M
01302025PAAN0607.JPG,41.5,-89.9,1/30/2025 14:09,-122.340275,37.10675833333333,5472,3078,PA,AN,6,1/30/2025,flight6-2025-01-30,38.47621371303288,AN25013004_M_10,2231,1.0821330513441028,361.5157802,391.20817428720005,55.33230680274624,59.87691799836384,58.36308764964376,63.15662612417232,54.60082416960389,59.08535646455629,53.033008588991066,57.38877140636291,304.8,M
01302025PAAN0608.JPG,30.4,-89.9,1/30/2025 14:09,-122.3402417,37.10667222222222,5472,3078,PA,AN,6,1/30/2025,flight6-2025-01-30,27.376213713032875,AN25013004_M_10,2848,0.7778567355546292,500.8288825861187,389.5731197,78.55088698931553,61.10133652842957,83.67795408588812,65.08946020313908,81.93900170248598,63.73680437890095,70.03570517957252,54.477745003248714,304.8,M
01302025PAAN0609.JPG,30.4,-89.9,1/30/2025 14:09,-122.3402417,37.10667222222222,5472,3078,PA,AN,6,1/30/2025,flight6-2025-01-30,27.376213713032875,AN25013004_M_10,3018,0.7778567355546292,519.6844332988304,404.2400368043857,80.66124189029583,62.74289030256782,86.37708029332781,67.18899370370806,79.71198153351854,62.004501740253616,75.89466384,59.03517546374176,304.8,M
01302025PAAN0610.JPG,29.1,-89.9,1/30/2025 14:09,-122.3402444,37.10667222222222,5472,3078,PA,AN,6,1/30/2025,flight6-2025-01-30,26.07621371303288,AN25013004_M_10,2458,0.7422207706423485,534.7114836524479,396.8739694678334,85.48277337800882,63.44708993327093,89.98472092527709,66.78852891119583,87.5,64.94431743120549,78.96359920874934,58.60842345741147,304.8,M
01302025PAAN0616.JPG,31.4,-89.9,1/30/2025 14:11,-122.3403056,37.10531666666667,5472,3078,PA,AN,6,1/30/2025,flight6-2025-01-30,28.376213713032875,AN25013004_M_10,2707,0.8052690162563836,475.3181815070699,382.75900443097134,76.65785059803201,61.73019193940606,83.35466393669883,67.12292822868692,79.20227269466452,63.77913621810232,67.41661516,54.28851137142895,304.8,M
01302025PAAN0617.JPG,31.4,-89.9,1/30/2025 14:11,-122.3403139,37.10525833333333,5472,3078,PA,AN,6,1/30/2025,flight6-2025-01-30,28.376213713032875,AN25013004_M_10,2813,0.8052690162563836,472.2608672403852,380.2970439790516,79.08973473466384,63.68851288576108,82.37718130647589,66.33579175,78.23042886,62.99654049136545,76.66159403508382,61.73320641,304.8,M
01302025PAAN0618.JPG,31.5,-89.9,1/30/2025 14:11,-122.3403194,37.105247222222225,5472,3078,PA,AN,6,1/30/2025,flight6-2025-01-30,28.476213713032877,AN25013004_M_10,2863,0.808010244,499.39696080683393,403.5178603174709,80.24448223211931,64.83836369423294,82.54089895318563,66.69389193009734,83.19254774317228,67.22043082810956,75,60.60076832449192,304.8,M
02012023PAAN0104.JPG,30.5,-89.9,2/1/2023 14:06,-122.3449139,37.11247777777778,3840,2160,PA,AN,1,2/1/2023,flight1-2023-02-01,28.77476762571905,AN23020104_U_11.5,2574,1.1630768603796504,377.5032156513311,439.0652548429723,66.70712874,77.58551786082187,74.33034373659252,86.45190282409625,68.23672032,79.36455043213506,57.55432216610669,66.94010032623429,,U
02012023PAAN0105.JPG,30.5,-89.9,2/1/2023 14:06,-122.3448889,37.11246666666667,3840,2160,PA,AN,1,2/1/2023,flight1-2023-02-01,28.77476762571905,AN23020104_U_11.5,2637,1.1630768603796504,382.7129489855057,445.1245751326993,67.45308367,78.45312077316169,71.50174823037545,83.16202884,64.85560885536424,75.43205792550769,66.00189391222042,76.76527555053609,,U
02012023PAAN0106.JPG,25.7,-89.9,2/1/2023 14:08,-122.3449833,37.11261666666667,3840,2160,PA,AN,1,2/1/2023,flight1-2023-02-01,23.97476762571905,AN23020104_U_11.5,3579,0.9755768603796504,451.9043552470149,440.86743208377294,78.33584928264133,76.42264189833271,89.23284148787374,87.05349534149487,70.40063920164361,68.68123456106001,75.37406715840667,73.53319579,,U
02012023PAAN0107.JPG,24.1,-89.9,2/1/2023 14:09,-122.3448389,37.11261388888889,3840,2160,PA,AN,1,2/1/2023,flight1-2023-02-01,22.374767625719052,AN23020104_U_11.5,3058,0.9130768603796504,502.4488389511367,458.7744083709045,92.19910125452674,84.18486590330876,102.52804494381036,93.61598537815806,91.09335870413386,83.17523796700785,82.97590011563598,75.76337436476037,,U
06202024PANB0301.JPG,28.9,-89.9,6/20/2024 13:51,-121.9322694,36.97621388888889,4864,3648,PA,NB,3,6/20/2024,flight3-2024-06-20,21.77508720876894,NB24062002_F_8,1865,0.7023567190204236,401.0140400634423,281.6549055,62.92211349704796,44.19376918961732,64.76109943476871,45.48539331915956,69.26037828369118,48.64549204944674,54.74486277268397,38.45042220024565,243.84,F
06202024PANB0302.JPG,28.9,-89.9,6/20/2024 13:51,-121.9322667,36.97621388888889,4864,3648,PA,NB,3,6/20/2024,flight3-2024-06-20,21.77508720876894,NB24062002_F_8,1766,0.7023567190204236,404.03959350144373,283.7799232460197,60.47248331,42.47325496670559,63.071388124885914,44.29861322745858,67.08203932,47.11552104550161,51.26402247190518,36.00563062715659,243.84,F
06202024PANB0303.JPG,28.9,-89.9,6/20/2024 13:51,-121.9322667,36.97621388888889,4864,3648,PA,NB,3,6/20/2024,flight3-2024-06-20,21.77508720876894,NB24062002_F_8,1849,0.7023567190204236,410.8154319093169,288.53897887878605,60.04085592466372,42.17009857442477,59.77457653551383,41.983075456318694,62.64183905,43.99691655099592,57.706152185014034,40.530303715959704,243.84,F
06202024PANB0304.JPG,32,-90,6/20/2024 13:54,-121.9332028,36.976977777777776,4864,3648,PA,NB,3,6/20/2024,flight3-2024-06-20,24.875087208768942,NB24062002_F_8,1699,0.797957048,335.09716191385564,267.3931421031655,47.73176598048656,38.087899076078536,50.06246098625197,39.94769358259238,50.55937104039171,40.34420646249925,42.573465914816005,33.97179718314399,243.84,F
06202024PANB0305.JPG,32,-89.9,6/20/2024 13:54,-121.9331944,36.976977777777776,4864,3648,PA,NB,3,6/20/2024,flight3-2024-06-20,24.875087208768942,NB24062002_F_8,1772,0.797957048,333.11066792423753,265.80800522340405,47.98084098466179,38.286650231132775,50.55937104039171,40.34420646249925,47.76243294,38.11236998965507,45.62071897723665,36.40337424124398,243.84,F
06202024PANB0306.JPG,32,-90,6/20/2024 13:54,-121.9332528,36.976997222222224,4864,3648,PA,NB,3,6/20/2024,flight3-2024-06-20,24.875087208768942,NB24062002_F_8,1716,0.797957048,334.76207221894606,267.1257549,47.24609036253942,37.70035079,48.5412196,38.73380829,52.5,41.89274501830908,40.697051490249265,32.47449906815253,243.84,F
06202024PANB0401.JPG,40.7,-90,6/20/2024 14:25,-121.9340472,36.97626666666667,4864,3648,PA,NB,4,6/20/2024,flight4-2024-06-20,35.361031552678476,NB24062003_F_7.5,1777,1.1213311539682915,248.64439695528003,278.8127085656142,44.29872287271965,49.67353803818827,47.20169488482379,52.92873099445867,46.86149805543992,52.54725769118931,38.83297568,43.54462542891683,,F
06202024PANB0402.JPG,40.5,-89.9,6/20/2024 14:25,-121.9339417,36.97633055555555,4864,3648,PA,NB,4,6/20/2024,flight4-2024-06-20,35.16103155267847,NB24062003_F_7.5,1792,1.1151633908103968,246.35747906950863,274.72884171065465,42.840880676065886,47.77458176002524,43.08131845707603,48.04270917117544,44.94441010848846,50.12036077455507,40.496913462633174,45.16067533434522,,F
06202024PANB0403.JPG,24.6,-90,6/20/2024 14:26,-121.9337139,36.97665277777778,4864,3648,PA,NB,4,6/20/2024,flight4-2024-06-20,19.26103155267847,NB24062003_F_7.5,1489,0.6248262197577652,397.7461855413567,248.5222455348766,68.61418368396721,42.871941013018166,70.86959855960805,44.28118336375026,70.43614129124337,44.01034789733143,64.53681120105021,40.32429178,,F
06202024PANB0405.JPG,32.5,-90,6/20/2024 14:26,-121.9336556,36.97669444444445,4864,3648,PA,NB,4,6/20/2024,flight4-2024-06-20,27.16103155267847,NB24062003_F_7.5,1594,0.8684528644946073,295.7465782087343,256.8419630098537,52.07911286532316,45.228254748227855,52.73755777432247,45.80008312,52.02163011671203,45.17833369,51.47815070493501,44.706347438585894,,F
06202024PANB0504.JPG,40.1,-90,6/20/2024 15:03,-121.9262083,36.97546388888889,4864,3648,PA,NB,5,6/20/2024,flight5-2024-06-20,34.929378941115424,NB24062005_F_7.5,1864,1.1080194985952534,259.2211635029564,287.2221036,41.45821608,45.93651179261307,41.18252056,45.63103578615438,44.72135954999579,49.55213838508439,38.47076812334269,42.62636120660042,,F
06202024PANB0505.JPG,40.1,-90,6/20/2024 15:03,-121.9262722,36.97545,4864,3648,PA,NB,5,6/20/2024,flight5-2024-06-20,34.929378941115424,NB24062005_F_7.5,1693,1.1080194985952534,246.39820076594444,273.0140108674543,39.72323554968921,44.01411953634778,38.47076812334269,42.62636120660042,46.17358552246078,51.16123307894205,34.52535300326414,38.25476432350086,,F
06202024PANB0506.JPG,40.1,-90,6/20/2024 15:03,-121.9262639,36.97545277777778,4864,3648,PA,NB,5,6/20/2024,flight5-2024-06-20,34.929378941115424,NB24062005_F_7.5,1770,1.1080194985952534,255.9960044359511,283.64856447751083,40.61050315708159,44.997229345810496,40.44749683231337,44.81661515957296,43.17406628984581,47.83770728279318,38.20994635,42.33736559506536,,F
06202024PANB0507.JPG,40.1,-89.9,6/20/2024 15:03,-121.9262306,36.975458333333336,4864,3648,PA,NB,5,6/20/2024,flight5-2024-06-20,34.929378941115424,NB24062005_F_7.5,1661,1.1080194985952534,254.58033672993992,282.0799770557188,38.017275895811686,42.12388297603468,38.62641583165593,42.79882190232316,40.496913462633174,44.871369749522174,34.92849839314596,38.70145728,,F
06202024PANB0508.JPG,40,-89.9,6/20/2024 15:04,-121.9260667,36.975436111111115,4864,3648,PA,NB,5,6/20/2024,flight5-2024-06-20,34.82937894111542,NB24062005_F_7.5,1658,1.104935617016306,251.64586524012577,278.0524793787005,39.23299553060827,43.34993412401063,41.23105625617661,45.557662584652526,42.941821107167776,47.44794760085226,33.52610922848042,37.04419218652709,,F
06202024PANB0509.JPG,39.9,-89.9,6/20/2024 15:04,-121.9260139,36.97542222222222,4864,3648,PA,NB,5,6/20/2024,flight5-2024-06-20,34.72937894111542,NB24062005_F_7.5,1798,1.1018517354373587,246.6921165,271.8181366991966,41.820939890589365,46.080475196067354,42.941821107167776,47.315520109773416,44.94441010848846,49.52207627624638,37.57658845611187,41.40382920218229,,F
06202024PANB0510.JPG,40,-89.9,6/20/2024 15:04,-121.9258194,36.975433333333335,1920,1080,PA,NB,5,6/20/2024,flight5-2024-06-20,34.82937894111542,NB24062005_F_7.5,939,2.799170229774642,89.21920160907447,249.73973306838312,14.89752983143326,41.70072200132763,15.132745950421556,42.359131959162795,15.524174696260024,43.45480765159186,14.03566885,39.28822639322822,,F
06202024PANB0511.JPG,39.7,-90,6/20/2024 15:06,-121.9250778,36.97480277777778,4864,3648,PA,NB,5,6/20/2024,flight5-2024-06-20,34.529378941115425,NB24062005_F_7.5,1128,1.095683972279464,253.15112428197892,277.3736294402909,38.74763207127487,42.45515942427761,40.38873605350878,44.25329075,42.5,46.56656882187722,33.354160160315836,36.5456187,,F
06202024PANB0512.JPG,39.7,-90,6/20/2024 15:06,-121.9253417,36.97501666666667,4864,3648,PA,NB,5,6/20/2024,flight5-2024-06-20,34.529378941115425,NB24062005_F_7.5,1059,1.095683972279464,250.1065635892647,274.03775308665195,39.74678461144738,43.54991484840694,40.697051490249265,44.591107036898194,43.01162633521314,47.12714959716634,35.531676008879735,38.93148791115628,,F
06202024PANB0513.JPG,39.8,-89.9,6/20/2024 15:06,-121.9253083,36.97500277777778,4864,3648,PA,NB,5,6/20/2024,flight5-2024-06-20,34.62937894111542,NB24062005_F_7.5,1062,1.0987678538584114,251.7022910486028,276.56238614671855,39.14191408814574,43.00787693854221,42.5,46.697633788982486,39.13118960624632,42.99609322258185,35.79455265819088,39.32990380406229,,F
